#             R [au]           V(R) [eV]         s10(R) [eV]         s21(R) [eV]         s45(R) [eV]         s97(R) [eV]        s206(R) [eV]        s440(R) [eV]        s938(R) [eV]       s2000(R) [eV]
    1.513751375138E0   -7.619203119426E0    2.869398337930E1   -6.289710755219E0   -7.558263103179E0   -7.616931752570E0   -7.619240122178E0   -7.619204893450E0   -7.619203165108E0   -7.619203122943E0
    1.514851485149E0   -7.692655313377E0    2.858930080020E1   -6.406431617094E0   -7.627422823531E0   -7.690417326568E0   -7.692691349449E0   -7.692657060020E0   -7.692655334730E0   -7.692655317373E0
    1.515951595160E0   -7.765803683605E0    2.848468177106E1   -6.522685464186E0   -7.696361687130E0   -7.763600193392E0   -7.765838522414E0   -7.765805349655E0   -7.765803686962E0   -7.765803685777E0
    1.517051705171E0   -7.838649149414E0    2.838012642768E1   -6.638471298600E0   -7.765079927322E0   -7.836481195927E0   -7.838682572960E0   -7.838650685498E0   -7.838649151537E0   -7.838649149504E0
    1.518151815182E0   -7.911192627587E0    2.827563490583E1   -6.753788122441E0   -7.833577777453E0   -7.909061177062E0   -7.911224432970E0   -7.911193990692E0   -7.911192645949E0   -7.911192628781E0
    1.519251925193E0   -7.983435032395E0    2.817120734133E1   -6.868634937815E0   -7.901855470867E0   -7.981340979681E0   -7.983465034328E0   -7.983436188378E0   -7.983435074219E0   -7.983435035863E0
    1.520352035204E0   -8.055377275604E0    2.806684386994E1   -6.983010746826E0   -7.969913240911E0   -8.053321446672E0   -8.055405308921E0   -8.055378201701E0   -8.055377339677E0   -8.055377279549E0
    1.521452145215E0   -8.127020266477E0    2.796254462748E1   -7.096914551580E0   -8.037751320929E0   -8.125003420921E0   -8.127046188631E0   -8.127020953803E0   -8.127020345652E0   -8.127020268625E0
    1.522552255226E0   -8.198364911786E0    2.785830974971E1   -7.210345354182E0   -8.105369944268E0   -8.196387745315E0   -8.198388605344E0   -8.198365367827E0   -8.198364995474E0   -8.198364911877E0
    1.523652365237E0   -8.269412115819E0    2.775413937245E1   -7.323302156738E0   -8.172769344272E0   -8.267475262740E0   -8.269433490944E0   -8.269412366915E0   -8.269412192471E0   -8.269412116992E0
    1.524752475248E0   -8.340162780380E0    2.765003363147E1   -7.435783961351E0   -8.239949754287E0   -8.338266816082E0   -8.340181777316E0   -8.340162874210E0   -8.340162839974E0   -8.340162783798E0
    1.525852585259E0   -8.410617804802E0    2.754599266257E1   -7.547789770128E0   -8.306911407658E0   -8.408763248228E0   -8.410634396344E0   -8.410617812855E0   -8.410617841312E0   -8.410617808697E0
    1.526952695270E0   -8.480778085950E0    2.744201660153E1   -7.659318585174E0   -8.373654537732E0   -8.478965402064E0   -8.480792279913E0   -8.480778102954E0   -8.480778099814E0   -8.480778088075E0
    1.528052805281E0   -8.550644518229E0    2.733810558416E1   -7.770369408593E0   -8.440179377852E0   -8.548874120478E0   -8.550656359907E0   -8.550644631887E0   -8.550644518809E0   -8.550644518321E0
    1.529152915292E0   -8.620217993592E0    2.723425974623E1   -7.880941242492E0   -8.506486161366E0   -8.618490246355E0   -8.620227568212E0   -8.620218267085E0   -8.620217999467E0   -8.620217994745E0
    1.530253025303E0   -8.689499401541E0    2.713047922354E1   -7.991033088974E0   -8.572575121618E0   -8.687814622581E0   -8.689506836711E0   -8.689499875700E0   -8.689499426568E0   -8.689499404912E0
    1.531353135314E0   -8.758489629140E0    2.702676415189E1   -8.100643950146E0   -8.638446491953E0   -8.756848092045E0   -8.758495097289E0   -8.758490324879E0   -8.758489677377E0   -8.758489632986E0
    1.532453245325E0   -8.827189561017E0    2.692311466705E1   -8.209772828112E0   -8.704100505717E0   -8.825591497630E0   -8.827193281831E0   -8.827190481774E0   -8.827189629120E0   -8.827189563119E0
    1.533553355336E0   -8.895600079372E0    2.681953090482E1   -8.318418724978E0   -8.769537396256E0   -8.894045682226E0   -8.895602322221E0   -8.895601213533E0   -8.895600159025E0   -8.895600079464E0
    1.534653465347E0   -8.963722063983E0    2.671601300100E1   -8.426580642849E0   -8.834757396915E0   -8.962211488717E0   -8.963723150344E0   -8.963723387307E0   -8.963722144317E0   -8.963722065116E0
    1.535753575358E0   -9.031556392213E0    2.661256109137E1   -8.534257583829E0   -8.899760741039E0   -9.030089759990E0   -9.031556698085E0   -9.031557870245E0   -9.031556462223E0   -9.031556395536E0
    1.536853685369E0   -9.099103939017E0    2.650917531172E1   -8.641448550025E0   -8.964547661974E0   -9.097681338932E0   -9.099103897044E0   -9.099105529497E0   -9.099103989970E0   -9.099103942814E0
    1.537953795380E0   -9.166365576945E0    2.640585579784E1   -8.748152543541E0   -9.029118393066E0   -9.164987068430E0   -9.166365642350E0   -9.166367232213E0   -9.166365604783E0   -9.166365579025E0
    1.539053905391E0   -9.233342176152E0    2.630260268553E1   -8.854368566482E0   -9.093473167659E0   -9.232007791369E0   -9.233342757100E0   -9.233343845541E0   -9.233342183890E0   -9.233342176245E0
    1.540154015402E0   -9.300034604404E0    2.619941611057E1   -8.960095620954E0   -9.157612219099E0   -9.298744350636E0   -9.300036055944E0   -9.300036236633E0   -9.300034604510E0   -9.300034605518E0
    1.541254125413E0   -9.366443727080E0    2.609629620876E1   -9.065332709062E0   -9.221535780731E0   -9.365197589118E0   -9.366446353533E0   -9.366445272636E0   -9.366443737938E0   -9.366443730356E0
    1.542354235424E0   -9.432570407185E0    2.599324311588E1   -9.170078832911E0   -9.285244085902E0   -9.431368349701E0   -9.432574464518E0   -9.432571820703E0   -9.432570438899E0   -9.432570410933E0
    1.543454345435E0   -9.498415505350E0    2.589025696772E1   -9.274332994605E0   -9.348737367956E0   -9.497257475272E0   -9.498421203549E0   -9.498416747981E0   -9.498415559241E0   -9.498415507407E0
    1.544554455446E0   -9.563979879843E0    2.578733790009E1   -9.378094196251E0   -9.412015860239E0   -9.562865808717E0   -9.563987385278E0   -9.563980921620E0   -9.563979950810E0   -9.563979879936E0
    1.545654565457E0   -9.629264386573E0    2.568448604876E1   -9.481361439954E0   -9.475079796097E0   -9.628194192923E0   -9.629273824354E0   -9.629265208771E0   -9.629264465454E0   -9.629264387668E0
    1.546754675468E0   -9.694269879095E0    2.558170154952E1   -9.584133727818E0   -9.537929408874E0   -9.693243470775E0   -9.694281335429E0   -9.694270476583E0   -9.694269955021E0   -9.694269882325E0
    1.547854785479E0   -9.758997208618E0    2.547898453818E1   -9.686410061948E0   -9.600564931916E0   -9.758014485162E0   -9.759010733153E0   -9.758997592205E0   -9.758997271358E0   -9.758997212319E0
    1.548954895490E0   -9.823447224013E0    2.537633515051E1   -9.788189444451E0   -9.662986598569E0   -9.822508078968E0   -9.823462832178E0   -9.823447422787E0   -9.823447266313E0   -9.823447226048E0
    1.550055005501E0   -9.887620771814E0    2.527375352231E1   -9.889470877474E0   -9.725194642178E0   -9.886725095081E0   -9.887638447152E0   -9.887620835480E0   -9.887620791732E0   -9.887620771908E0
    1.551155115512E0   -9.951518696230E0    2.517123978937E1   -9.990253761339E0   -9.787189296088E0   -9.950666376387E0   -9.951538392729E0   -9.951518697432E0   -9.951518699463E0   -9.951518697306E0
    1.552255225523E0   -1.001514183914E1    2.506879408748E1   -1.009053886776E1   -9.848970793646E0   -1.001433276577E1   -1.001516348356E1   -1.001514186915E1   -1.001514184098E1   -1.001514184233E1
    1.553355335534E0   -1.007849104013E1    2.496641655243E1   -1.019032726348E1   -9.910539368196E0   -1.007772510612E1   -1.007851453429E1   -1.007849117637E1   -1.007849105673E1   -1.007849104378E1
    1.554455445545E0   -1.014156713644E1    2.486410732001E1   -1.028962001525E1   -9.971895253083E0   -1.014084424033E1   -1.014159235957E1   -1.014156743352E1   -1.014156717458E1   -1.014156713846E1
    1.555555555556E0   -1.020437096305E1    2.476186652602E1   -1.038841818981E1   -1.003303868165E1   -1.020369101127E1   -1.020439777406E1   -1.020437145503E1   -1.020437102168E1   -1.020437096314E1
    1.556655665567E0   -1.026690335260E1    2.465969430623E1   -1.048672285389E1   -1.009396988725E1   -1.026626626184E1   -1.026693159240E1   -1.026690405530E1   -1.026690342523E1   -1.026690335365E1
    1.557755775578E0   -1.032916513546E1    2.455759079645E1   -1.058453507425E1   -1.015468910323E1   -1.032857083492E1   -1.032919462925E1   -1.032916604877E1   -1.032916521239E1   -1.032916513860E1
    1.558855885589E0   -1.039115713972E1    2.445555613246E1   -1.068185591763E1   -1.021519656292E1   -1.039060557340E1   -1.039118769926E1   -1.039115824986E1   -1.039115721033E1   -1.039115714333E1
    1.559955995600E0   -1.045288019119E1    2.435359045005E1   -1.077868645077E1   -1.027549249968E1   -1.045237132016E1   -1.045291161707E1   -1.045288147297E1   -1.045288024623E1   -1.045288019318E1
    1.561056105611E0   -1.051433511339E1    2.425169388502E1   -1.087502774042E1   -1.033557714685E1   -1.051386891809E1   -1.051436719734E1   -1.051433653253E1   -1.051433514725E1   -1.051433511348E1
    1.562156215622E0   -1.057552272758E1    2.414986657315E1   -1.097088085331E1   -1.039545073777E1   -1.057509921009E1   -1.057555525472E1   -1.057552424296E1   -1.057552274058E1   -1.057552272862E1
    1.563256325633E0   -1.063644385278E1    2.404810865024E1   -1.106624685619E1   -1.045511350580E1   -1.063606303902E1   -1.063647660386E1   -1.063644541869E1   -1.063644385338E1   -1.063644385587E1
    1.564356435644E0   -1.069709930572E1    2.394642025207E1   -1.116112681581E1   -1.051456568427E1   -1.069676124779E1   -1.069713205941E1   -1.069710087412E1   -1.069709931094E1   -1.069709930928E1
    1.565456545655E0   -1.075748990090E1    2.384480151444E1   -1.125552179890E1   -1.057380750653E1   -1.075719467927E1   -1.075752243601E1   -1.075749142368E1   -1.075748992361E1   -1.075748990287E1
    1.566556655666E0   -1.081761645058E1    2.374325257313E1   -1.134943287222E1   -1.063283920594E1   -1.081736417636E1   -1.081764854833E1   -1.081761788179E1   -1.081761649462E1   -1.081761645067E1
    1.567656765677E0   -1.087747976477E1    2.364177356394E1   -1.144286110250E1   -1.069166101582E1   -1.087727058194E1   -1.087751121102E1   -1.087748106286E1   -1.087747982715E1   -1.087747976579E1
    1.568756875688E0   -1.093708065126E1    2.354036462266E1   -1.153580755648E1   -1.075027316954E1   -1.093691473890E1   -1.093711123871E1   -1.093708178133E1   -1.093708072438E1   -1.093708065431E1
    1.569856985699E0   -1.099641991560E1    2.343902588508E1   -1.162827330092E1   -1.080867590042E1   -1.099629749012E1   -1.099644944607E1   -1.099642085160E1   -1.099641998949E1   -1.099641991912E1
    1.570957095710E0   -1.105549836114E1    2.333775748699E1   -1.172025940256E1   -1.086686944183E1   -1.105541967848E1   -1.105552664774E1   -1.105549908810E1   -1.105549842567E1   -1.105549836309E1
    1.572057205721E0   -1.111431678900E1    2.323655956417E1   -1.181176692813E1   -1.092485402710E1   -1.111428214689E1   -1.111434365837E1   -1.111431730525E1   -1.111431683611E1   -1.111431678910E1
    1.573157315732E0   -1.117287599810E1    2.313543225243E1   -1.190279694438E1   -1.098262988959E1   -1.117288573798E1   -1.117290129263E1   -1.117287631746E1   -1.117287602397E1   -1.117287599910E1
    1.574257425743E0   -1.123117678515E1    2.303437568754E1   -1.199335051806E1   -1.104019726262E1   -1.123123125417E1   -1.123120036514E1   -1.123117693915E1   -1.123117679246E1   -1.123117678815E1
    1.575357535754E0   -1.128921994466E1    2.293339000531E1   -1.208342871590E1   -1.109755637956E1   -1.128931941273E1   -1.128924169058E1   -1.128921998475E1   -1.128921994473E1   -1.128921994813E1
    1.576457645765E0   -1.134700626898E1    2.283247534151E1   -1.217303260466E1   -1.115470747375E1   -1.134715092004E1   -1.134702608358E1   -1.134700626866E1   -1.134700627873E1   -1.134700627090E1
    1.577557755776E0   -1.140453654823E1    2.273163183195E1   -1.226216325107E1   -1.121165077853E1   -1.140472648252E1   -1.140455435880E1   -1.140453659327E1   -1.140453657708E1   -1.140453654832E1
    1.578657865787E0   -1.146181157038E1    2.263085961241E1   -1.235082172188E1   -1.126838652724E1   -1.146204680657E1   -1.146182733089E1   -1.146181172872E1   -1.146181161964E1   -1.146181157137E1
    1.579757975798E0   -1.151883212122E1    2.253015881869E1   -1.243900908383E1   -1.132491495324E1   -1.151911259860E1   -1.151884581450E1   -1.151883243977E1   -1.151883218627E1   -1.151883212419E1
    1.580858085809E0   -1.157559898438E1    2.242952958657E1   -1.252672640367E1   -1.138123628986E1   -1.157592456500E1   -1.157561062428E1   -1.157559949119E1   -1.157559905684E1   -1.157559898781E1
    1.581958195820E0   -1.163211294130E1    2.232897205184E1   -1.261397474813E1   -1.143735077046E1   -1.163248341219E1   -1.163212257488E1   -1.163211364774E1   -1.163211301119E1   -1.163211294321E1
    1.583058305831E0   -1.168837477130E1    2.222848635029E1   -1.270075518397E1   -1.149325862838E1   -1.168878984656E1   -1.168838248095E1   -1.168837567419E1   -1.168837482918E1   -1.168837477140E1
    1.584158415842E0   -1.174438525153E1    2.212807261772E1   -1.278706877792E1   -1.154896009697E1   -1.174484457453E1   -1.174439115715E1   -1.174438633531E1   -1.174438529069E1   -1.174438525250E1
    1.585258525853E0   -1.180014515699E1    2.202773098992E1   -1.287291659673E1   -1.160445540956E1   -1.180064830249E1   -1.180014941811E1   -1.180014639587E1   -1.180014517556E1   -1.180014515992E1
    1.586358635864E0   -1.185565526055E1    2.192746160267E1   -1.295829970714E1   -1.165974479951E1   -1.185620173685E1   -1.185565807850E1   -1.185565662062E1   -1.185565526366E1   -1.185565526394E1
    1.587458745875E0   -1.191091633295E1    2.182726459177E1   -1.304321917589E1   -1.171482850016E1   -1.191150558401E1   -1.191091795297E1   -1.191091777433E1   -1.191091633454E1   -1.191091633484E1
    1.588558855886E0   -1.196592914280E1    2.172714009300E1   -1.312767606974E1   -1.176970674486E1   -1.196656055038E1   -1.196592985616E1   -1.196593062177E1   -1.196592915780E1   -1.196592914289E1
    1.589658965897E0   -1.202069445657E1    2.162708824216E1   -1.321167145541E1   -1.182437976695E1   -1.202136734236E1   -1.202069460273E1   -1.202069592771E1   -1.202069449132E1   -1.202069445752E1
    1.590759075908E0   -1.207521303863E1    2.152710917504E1   -1.329520639966E1   -1.187884779977E1   -1.207592666635E1   -1.207521300557E1   -1.207521445691E1   -1.207521309229E1   -1.207521304151E1
    1.591859185919E0   -1.212948565125E1    2.142720302743E1   -1.337828196923E1   -1.193311107668E1   -1.213023922877E1   -1.212948583038E1   -1.212948697414E1   -1.212948571787E1   -1.212948565459E1
    1.592959295930E0   -1.218351305456E1    2.132736993512E1   -1.346089923086E1   -1.198716983102E1   -1.218430573601E1   -1.218351379165E1   -1.218351424416E1   -1.218351312527E1   -1.218351305642E1
    1.594059405941E0   -1.223729600663E1    2.122761003389E1   -1.354305925130E1   -1.204102429613E1   -1.223812689448E1   -1.223729760125E1   -1.223729703174E1   -1.223729607165E1   -1.223729600672E1
    1.595159515952E0   -1.229083526340E1    2.112792345955E1   -1.362476309728E1   -1.209467470535E1   -1.229170341058E1   -1.229083797109E1   -1.229083610165E1   -1.229083531422E1   -1.229083526433E1
    1.596259625963E0   -1.234413157874E1    2.102831034788E1   -1.370601183556E1   -1.214812129205E1   -1.234503599071E1   -1.234413561304E1   -1.234413221864E1   -1.234413161014E1   -1.234413158158E1
    1.597359735974E0   -1.239718570444E1    2.092877083467E1   -1.378680653287E1   -1.220136428955E1   -1.239812534129E1   -1.239719123902E1   -1.239718614749E1   -1.239718571661E1   -1.239718570774E1
    1.598459845985E0   -1.244999839020E1    2.082930505571E1   -1.386714825596E1   -1.225440393121E1   -1.245097216871E1   -1.245000556089E1   -1.244999865297E1   -1.244999839081E1   -1.244999839204E1
    1.599559955996E0   -1.250257038365E1    2.072991314679E1   -1.394703807157E1   -1.230724045037E1   -1.250357717938E1   -1.250257929056E1   -1.250257049983E1   -1.250257038829E1   -1.250257038375E1
    1.600660066007E0   -1.255490243036E1    2.063059524370E1   -1.402647704644E1   -1.235987408037E1   -1.255594107970E1   -1.255491313993E1   -1.255490245285E1   -1.255490245097E1   -1.255490243128E1
    1.601760176018E0   -1.260699527383E1    2.053135148224E1   -1.410546624733E1   -1.241230505457E1   -1.260806457608E1   -1.260700782087E1   -1.260699527643E1   -1.260699531404E1   -1.260699527664E1
